ID,RiskScore
0,35.37896565530309
1,56.42135242371204
2,29.93478926419486
3,32.52761086936248
4,34.196385217077534
5,75.40745672118898
6,32.27267631856949
7,29.106595244761852
8,31.451243498722146
9,67.38845064869794
10,51.484199335675584
11,28.26157858165495
12,44.759029046131204
13,32.61382519095565
14,48.529521383770245
15,59.52329628630912
16,26.3774571039891
17,32.09749083203098
18,67.356194072069
19,64.72567241254197
20,74.45438730409998
21,30.863838578907593
22,63.95469467938557
23,36.53721842628929
24,54.59968681882914
25,31.07311943751607
26,33.475724431792095
27,29.214553061445194
28,56.23114216325875
29,76.70499751297594
30,31.458708327270386
31,66.23413254489947
32,33.79147042136436
33,33.24188635332849
34,32.04903591018845
35,34.15769517932323
36,74.2131340876526
37,57.64914859718524
38,41.464956595013746
39,66.46339564941178
40,68.1405965167308
41,54.71280069871841
42,77.51693499213981
43,26.829299961535074
44,44.76110246416486
45,32.819762905912285
46,38.81774404886228
47,69.52750267330411
48,29.74670010552903
49,35.76905627519735
50,64.16993370544326
51,59.20153643886197
52,49.91729180573036
53,32.32634265213846
54,26.775394013636827
55,34.888077276002136
56,73.24714540710303
57,38.05816023497679
58,38.05878779065631
59,59.957475712743644
60,69.06974282625218
61,51.79340656556861
62,30.43149260553524
63,82.6360700605498
64,28.265765134185575
65,33.676418963562455
66,57.62238299616576
67,65.48955729070862
68,37.49971684769895
69,68.64087909486447
70,33.045363178531474
71,41.919148471913815
72,53.30523345770692
73,60.94519716800595
74,56.10968232652493
75,64.7769786333578
76,68.69397813707822
77,26.955451675116826
78,53.57128155608135
79,60.35777596093627
80,71.83966664122578
81,59.453702618073834
82,59.31410613325055
83,33.25524982406754
84,66.71223425568114
85,70.62465206730883
86,64.11828166079502
87,23.989264572102403
88,52.63184467189655
89,74.31611818824928
90,32.40478468599531
91,60.175607792596146
92,36.331743691813266
93,31.606060591143844
94,38.314632195819065
95,35.4185721714823
96,35.02451363993046
97,65.74322033562109
98,35.77050112142474
99,59.828749417244275
100,35.34800077434923
101,33.19026229011157
102,70.25484299502511
103,69.95134561232199
104,29.56446411403478
105,83.89671635644697
106,68.50696684854164
107,72.19170774649793
108,39.174068584342784
109,75.6988742063194
110,53.740067378390016
111,65.49869194842955
112,78.92420246314545
113,69.50210113373062
114,67.9402754775328
115,32.08886572010169
116,74.51012864571629
117,59.385548226586664
118,37.81020593949324
119,44.2318707327259
120,29.753973660095888
121,70.5096246988598
122,30.861507330497606
123,58.43114048903349
124,32.955306747119
125,66.26200509918144
126,26.293686346146675
127,31.38079642046571
128,35.56941006915784
129,72.58150229850192
130,31.49445212919048
131,65.94381326252459
132,70.53463638779222
133,76.80177339283522
134,24.812191653405986
135,32.80579369633944
136,23.27759891321347
137,32.03546522316633
138,32.951175595835835
139,41.468140589185424
140,49.643489455109155
141,48.335021326330626
142,25.53320923670035
143,28.502168557265442
144,64.58795555551873
145,33.92362621680658
146,55.678843352575704
147,71.0194790465648
148,71.56084985271221
149,74.62708294665106
150,38.97631373644868
151,34.792237128150205
152,70.05368871964976
153,41.85661396516053
154,59.510310005500344
155,33.12429716479932
156,69.93010135761578
157,67.95570792131532
158,66.89943167200698
159,71.67377470257188
160,50.966517108246826
161,34.9031558548526
162,68.8180818487068
163,36.69357659856317
164,44.43566810867879
165,53.7022593254656
166,31.915088432882353
167,48.53474492296046
168,35.455568275971444
169,26.349903001226703
170,32.88951941105118
171,37.811564493852565
172,64.05232291077775
173,41.07667476717293
174,31.80181691753534
175,44.07506080421552
176,62.692266228581175
177,41.7480583223934
178,48.15943774808819
179,69.24317331797793
180,39.279278952110154
181,31.929658031326213
182,66.49586081046716
183,50.84065849091762
184,74.12434949162335
185,67.56503202006684
186,74.91784432914889
187,64.23988009572851
188,30.67681728402841
189,20.87347874521123
190,30.18674385647868
191,73.66193756420219
192,54.38852469414291
193,29.025553814838894
194,65.63605805628464
195,28.048211888348778
196,34.29547271620591
197,66.09900304186714
198,72.41828919938942
199,34.78172498075696
200,32.62918642340568
201,62.50606335059116
202,29.64717280590849
203,35.82536915525388
204,77.84482815630388
205,64.69031816182633
206,61.86576757681135
207,50.26497715015339
208,57.50167846767191
209,73.10171591462853
210,29.242156756980755
211,29.49103213734621
212,71.07909731446298
213,65.75518943802892
214,37.121433095132666
215,61.52247971692102
216,69.21445441804488
217,68.9687591987733
218,57.579822823803134
219,35.42306758116715
220,31.00450908910007
221,35.3545420645699
222,33.17513817876272
223,57.72721427054615
224,30.68424772701074
225,68.60518759834704
226,58.75540995332177
227,33.535026617968654
228,34.971639632718166
229,36.725352527164226
230,42.27937955595117
231,54.190298955039246
232,54.377464629506925
233,58.05120324432548
234,73.19243154323506
235,41.23303812815539
236,30.72855688994818
237,56.51219941164573
238,62.24541363539783
239,27.123793511078357
240,61.84868180074448
241,66.4555211339955
242,50.4418521693085
243,70.55889353038602
244,66.50935902771268
245,66.54139454728688
246,24.035718728007044
247,40.41818483140377
248,80.00244263055063
249,25.102749969659193
250,64.64987233953912
251,33.221051418470154
252,49.79172001935731
253,55.22238497446426
254,59.59464581483423
255,34.05126146118466
256,51.34943950379355
257,68.4116244819256
258,63.90488428118083
259,36.95954440184771
260,52.42124313271684
261,48.663786071632295
262,29.241293253186072
263,76.59018840884337
264,62.843679292050254
265,27.530811144244463
266,41.00462047003309
267,27.656867089653424
268,63.537184693113154
269,75.56447606497959
270,64.53288422191073
271,73.02548584682164
272,29.112171894714223
273,51.055850334104036
274,30.285350884211883
275,39.353950599945364
276,66.76123355906333
277,31.627331100143145
278,57.885802327240725
279,28.044313003271647
280,58.381314831555166
281,56.9529036278929
282,63.82367719373572
283,59.24073591318326
284,34.409035273039954
285,28.957597855633335
286,30.872995355136148
287,74.49911121032999
288,56.66353883710958
289,34.22738164766023
290,62.66111959600493
291,38.773034725779056
292,56.736948267688796
293,68.61276759708505
294,30.338895507811856
295,70.04109466907002
296,68.78289483600979
297,30.69140992251897
298,34.02782434952586
299,73.73337573436801
300,48.957740706981276
301,67.22371634536736
302,51.98086721889003
303,34.345860634282715
304,58.44356634257888
305,27.796618417288702
306,34.71254702231873
307,70.6032880133581
308,57.01076763096013
309,29.567248907458534
310,65.3144279373176
311,57.93539372646532
312,56.55268893854439
313,38.99781925020578
314,57.50612692293828
315,74.43206223790203
316,37.02725131295931
317,34.28372035743611
318,66.64704648534524
319,34.90859473217334
320,27.066231195511428
321,34.70866978039132
322,76.83004710376987
323,69.79937563300841
324,85.13556360833817
325,31.272606637276237
326,75.11501576366939
327,32.768322329631545
328,40.60381894652863
329,30.511411044347472
330,52.025963127368996
331,79.04542440942373
332,24.27933297925201
333,64.99978471182295
334,61.10570600222636
335,60.499928076104084
336,57.953358189692196
337,31.391828587505653
338,33.87548575164046
339,52.918635905952755
340,74.39951549870536
341,75.65436313857153
342,72.00671914941427
343,61.174440710895915
344,33.208009669213396
345,33.676211585130254
346,43.168223979039
347,36.81853471037873
348,37.38611672166793
349,26.07628538049263
350,39.4765312043463
351,30.997386153942912
352,64.85343718142478
353,25.77269704920543
354,31.888094968874007
355,31.54981261158113
356,27.945446489802748
357,28.357446225059523
358,28.893156300434224
359,71.4206209100814
360,27.613712396834465
361,27.711659110095372
362,30.48680662666286
363,61.486966267687535
